epoch,steps,MAP,MRR@10,NDCG@10
0.01579778830963665,100,0.7907080721475273,0.8713975155279503,0.819398470614396
0.0315955766192733,200,0.7961970727475137,0.8825707384403038,0.8248346815025852
0.04739336492890995,300,0.802288465289337,0.8898033126293996,0.8304760660246343
0.0631911532385466,400,0.8062637787853915,0.8906142167011732,0.833838067685847
0.07898894154818326,500,0.7980253478721147,0.8798550724637682,0.8232105046249343
0.0947867298578199,600,0.8123338410411106,0.8952173913043479,0.8348346631612974
0.11058451816745656,700,0.8148184096458709,0.8944927536231885,0.8394632830712293
0.1263823064770932,800,0.8159067024486343,0.897391304347826,0.8405864743098955
0.14218009478672985,900,0.8120061668522472,0.8952173913043477,0.8397279344060319
0.1579778830963665,1000,0.8094649745992532,0.8943478260869565,0.8368751561662844
0.17377567140600317,1100,0.8147352965149924,0.9063285024154589,0.8433398051946581
0.1895734597156398,1200,0.8184513196225648,0.9126086956521738,0.8475281742454653
0.20537124802527645,1300,0.8180623637148567,0.916183574879227,0.8455929322624702
0.2211690363349131,1400,0.8249476553937414,0.9180538302277432,0.8511392632168718
0.23696682464454977,1500,0.8228006876782396,0.9086956521739129,0.8452589018477026
0.2527646129541864,1600,0.8225060616265166,0.9104692891649412,0.8450826523346654
0.2685624012638231,1700,0.8266345775430523,0.9142857142857144,0.8488915696796656
0.2843601895734597,1800,0.8205197342284474,0.9009661835748792,0.8409709312465996
0.3001579778830964,1900,0.8242524177455255,0.9123188405797101,0.8481865583579095
0.315955766192733,2000,0.8228692506323271,0.9139958592132503,0.8543519977494697
0.33175355450236965,2100,0.8348414560201594,0.9295652173913044,0.8635346501571564
0.34755134281200634,2200,0.8357448857230207,0.9384782608695652,0.8686380095948629
0.36334913112164297,2300,0.8290046000192067,0.9227053140096617,0.8570419292364276
0.3791469194312796,2400,0.827628583083945,0.9080193236714975,0.8548404606070465
0.3949447077409163,2500,0.8316492408689939,0.921159420289855,0.857312626599731
0.4107424960505529,2600,0.8372858951848632,0.9168115942028985,0.862902225697441
0.4265402843601896,2700,0.8347626931175407,0.9163768115942028,0.8584746224032133
0.4423380726698262,2800,0.8371036742233035,0.9217391304347825,0.8621287782720485
0.45813586097946285,2900,0.8276271227886562,0.9049275362318839,0.8521388764240182
0.47393364928909953,3000,0.8349579578592473,0.9155072463768115,0.8583570844096134
0.48973143759873616,3100,0.83615485722157,0.913623188405797,0.8586275576124978
0.5055292259083728,3200,0.8440022521345109,0.922463768115942,0.8635729081596468
0.5213270142180095,3300,0.8465779275817904,0.9260869565217391,0.8712603487353002
0.5371248025276462,3400,0.8489663763699236,0.928695652173913,0.872875096505756
0.5529225908372828,3500,0.845083008201317,0.9226086956521738,0.8673511587817287
0.5687203791469194,3600,0.8454468495404207,0.9178260869565217,0.8693938086898529
0.584518167456556,3700,0.8413756744542293,0.9097101449275363,0.8671056052891102
0.6003159557661928,3800,0.8412216658820463,0.9142857142857143,0.8675448397813311
0.6161137440758294,3900,0.8477530762105083,0.9228260869565216,0.8743803331892045
0.631911532385466,4000,0.8483246201532998,0.9222567287784679,0.8736402536652776
0.6477093206951027,4100,0.8488734583946536,0.9329710144927537,0.8758588974859017
0.6635071090047393,4200,0.8401046224074206,0.9182850241545893,0.8695973435380627
0.6793048973143759,4300,0.8419422657814747,0.9031159420289854,0.8655998063922443
0.6951026856240127,4400,0.8460450054999664,0.9243961352657005,0.8734537371347476
0.7109004739336493,4500,0.8509023910772191,0.924927536231884,0.8727427730306516
0.7266982622432859,4600,0.8462481913034842,0.918840579710145,0.8701991104390335
