epoch,steps,MAP,MRR@10,NDCG@10
0.04782400765184122,100,0.7852097360524685,0.895527950310559,0.8170107085465386
0.09564801530368244,200,0.7634416827660685,0.8926432022084195,0.8032690671344916
0.14347202295552366,300,0.7651934781182494,0.8965320910973084,0.8048171421771022
0.1912960306073649,400,0.7589955615593134,0.8880676328502416,0.7956901448872544
0.2391200382592061,500,0.751695117713899,0.8812560386473429,0.7910153464922738
0.28694404591104733,600,0.7505892577594336,0.8827053140096618,0.7899910993760423
0.3347680535628886,700,0.7476788256362755,0.8877777777777778,0.7893426460111027
0.3825920612147298,800,0.7441358755020586,0.8834299516908213,0.7854554519237318
0.430416068866571,900,0.7422192075368926,0.8776328502415459,0.7837937144354885
0.4782400765184122,1000,0.740734757904836,0.8754589371980677,0.7819471418193705
0.5260640841702535,1100,0.7413853759932113,0.8754589371980677,0.7820189134945507
0.5738880918220947,1200,0.7339578864810744,0.8653140096618357,0.7747622877824312
0.6217120994739359,1300,0.7366060016808955,0.8696618357487922,0.7770578811344685
0.6695361071257772,1400,0.7305616705367788,0.8544444444444446,0.7709493679420091
0.7173601147776184,1500,0.7227334491812689,0.8491304347826087,0.7654759746530718
0.7651841224294595,1600,0.7209571498001239,0.8403623188405795,0.7622538451221125
0.8130081300813008,1700,0.7173633928978714,0.8335507246376812,0.7609839266639747
0.860832137733142,1800,0.714803936496993,0.832391304347826,0.7589052282726167
0.9086561453849833,1900,0.7119957280171854,0.8376190476190476,0.7578791947472066
0.9564801530368244,2000,0.710111124826007,0.8464492753623188,0.7554147437353186
1.0043041606886658,2100,0.7015884768695435,0.8290200138026225,0.7441812102413005
1.052128168340507,2200,0.6991049245638749,0.8167494824016562,0.7410363471296384
1.099952175992348,2300,0.6973415883607936,0.8177018633540372,0.7377674771192493
1.1477761836441893,2400,0.6972809915244153,0.8228709454796411,0.7359057539203867
1.1956001912960306,2500,0.6907263896161515,0.8205521048999309,0.7298961720733607
1.2434241989478718,2600,0.6742958694528639,0.8067011732229125,0.7176218268228588
1.291248206599713,2700,0.6661828830253218,0.7940200138026225,0.7107567197025787
1.3390722142515543,2800,0.6618201744626752,0.7914320220841959,0.7066596245587443
1.3868962219033956,2900,0.6552913994339061,0.7858040027605244,0.7014541233986129
1.4347202295552366,3000,0.6551549281759067,0.7857073844030366,0.7004761839793883
1.4825442372070778,3100,0.6589735314894316,0.790151828847481,0.7053055388090481
1.530368244858919,3200,0.661458765454246,0.7908281573498965,0.7078381415325538
1.5781922525107603,3300,0.6589087473587154,0.789392684610076,0.7023371024319467
1.6260162601626016,3400,0.6525980380564669,0.7822567287784679,0.6969332159881024
1.6738402678144428,3500,0.6497711806175095,0.7724844720496895,0.6924252294413019
1.721664275466284,3600,0.6490323119831616,0.7761076604554865,0.690430137724308
1.7694882831181253,3700,0.6441800040091854,0.7681262939958592,0.6872773951487501
1.8173122907699666,3800,0.6422209989634723,0.7706970324361628,0.6871289574413995
1.8651362984218078,3900,0.6420133192372098,0.7749482401656315,0.6875569597529906
1.912960306073649,4000,0.641091625218782,0.7769772256728779,0.6848472839421362
1.9607843137254903,4100,0.6417743003730878,0.7727743271221531,0.6871144363761873
2.0086083213773316,4200,0.6405936097352735,0.7746480331262939,0.6836777162674729
2.056432329029173,4300,0.6375478134713033,0.7712318840579709,0.6817245589677448
2.104256336681014,4400,0.63756672130312,0.7712318840579709,0.6817735597469964
2.152080344332855,4500,0.6385218141225774,0.7755797101449275,0.6827395938570311
2.199904351984696,4600,0.6372313539172593,0.7712318840579709,0.6814867446287584
2.2477283596365374,4700,0.6369104913654705,0.7697826086956522,0.681042289291848
2.2955523672883786,4800,0.6364308303005823,0.7689130434782608,0.6806667397406466
2.34337637494022,4900,0.6331313832698859,0.7597826086956522,0.676255815980976
2.391200382592061,5000,0.6316695076726427,0.7586438923395444,0.6745149726981091
2.4390243902439024,5100,0.6287757868175452,0.7566390614216701,0.6718578158446441
2.4868483978957436,5200,0.6287957573374975,0.7573636991028295,0.6719872506917023
2.534672405547585,5300,0.6225199952317457,0.7515665976535542,0.6674988241163069
2.582496413199426,5400,0.6288090583310376,0.7573636991028295,0.6720696911784902
2.6303204208512674,5500,0.6290543452647007,0.7573636991028295,0.6723640468967844
2.6781444285031086,5600,0.6282743683922113,0.7577984817115252,0.6719798581794273
2.72596843615495,5700,0.6281004456870123,0.7570738440303656,0.6717240106907242
2.773792443806791,5800,0.6602089402926389,0.7914941338854382,0.7076373584945174
2.8216164514586324,5900,0.6648145929082119,0.7962042788129745,0.7124218822944711
2.869440459110473,6000,0.6647281924996901,0.7960489993098688,0.7119026823986677
2.9172644667623144,6100,0.6646997846322141,0.7960489993098688,0.7113498530851696
2.9650884744141557,6200,0.6645749858328318,0.7961697722567287,0.7113451587756168
3.0,6273,0.6640660141282079,0.7957349896480331,0.710941183244362
